장소명,도로명주소,위도,경도,수정일시,지번주소
녹색식당,제주특별자치도 제주시 평화로 1945,33.4016295,126.3777776,2025-09-18 17:08,제주특별자치도 제주시 애월읍 상가리 17-5
우편발송,제주특별자치도 제주시 공항로 2 제주국제공항,33.5070637,126.4926418,2025-09-18 23:03,제주특별자치도 제주시 용담2동 2002
응가,,33.4758939,126.7160108,2025-09-18 06:01,제주특별자치도 제주시 조천읍 선흘리 산84-1
제주항,제주특별자치도 제주시 임항로 111 제주항연안여객터미널,33.5183204,126.535363,2025-09-18 22:09,제주특별자치도 제주시 건입동 940-4
검은오름,제주특별자치도 서귀포시 표선면 남조로 1487-73 붉은오름 자연휴양림 숲속의 집,33.465688,126.6708949,2025-09-18 16:14,제주특별자치도 제주시 조천읍 대흘리 1221-12
제주공항,제주특별자치도 제주시 공항로 2 제주국제공항,33.5069206,126.4920238,2025-09-18 08:00,제주특별자치도 제주시 용담2동 2002
우편발송,제주특별자치도 제주시 아연로 32-6,33.4785203,126.4978758,2025-09-18 10:24,제주특별자치도 제주시 연동 494-1
해뜨는성 펜션,,33.4654889,126.9364781,2025-09-18 21:34,제주특별자치도 서귀포시 성산읍 성산리
유어스호텔,제주특별자치도 서귀포시 월평하원로 11,33.3235146,126.4226726,2025-09-18 11:39,제주특별자치도 서귀포시 안덕면 상천리 산2
중문색달해수욕장,제주특별자치도 제주시 함덕18길 17,33.2434916,126.4122527,2025-09-18 23:28,제주특별자치도 서귀포시 색달동
한담해안산책로 &기타등등,제주특별자치도 서귀포시 이중섭로 25,33.4499772,126.315247,2025-09-18 16:57,제주특별자치도 제주시 애월읍 곽지리 1058
올레시장(끼니 해결),제주특별자치도 서귀포시 중정로 75 ARITAUM,33.2482709,126.5644392,2025-09-18 16:51,제주특별자치도 서귀포시 중앙동 273-9
이중섭미술관,제주특별자치도 서귀포시 중정로 75 ARITAUM,33.244909,126.5645237,2025-09-18 16:52,제주특별자치도 서귀포시 정방동 551-7
코업시티호텔,,33.273433,126.6599788,2025-09-18 22:06,제주특별자치도 서귀포시 남원읍 위미리
제주공항,,33.5043441,126.4923671,2025-09-18 11:59,제주특별자치도 제주시 용담2동 1946
...,,33.3914199,126.2505992,2025-09-18 09:42,제주특별자치도 제주시 한림읍 협재리 1230-2
오하레,제주특별자치도 제주시 원노형로 62 태영빌라,33.4841506,126.4828107,2025-09-18 17:59,제주특별자치도 제주시 노형동 951
김포공항,,34.5769707,127.0218688,2025-09-18 16:48,대한민국
하나로마트,제주특별자치도 제주시 월령3길 20,33.4104197,126.2621111,2025-09-18 16:01,제주특별자치도 제주시 한림읍 한림리 1527-2
도두해녀의집,제주특별자치도 제주시 도두항서5길 10 도두네오하임,33.5035926,126.4644292,2025-09-18 15:21,제주특별자치도 제주시 도두동 2619-1
fdsfa,,33.4290201,126.4343464,2025-09-18 18:03,제주특별자치도 제주시 애월읍 광령리 615-4
다정이네,제주특별자치도 서귀포시 태평로 474 서귀포중학교,33.2474693,126.5702801,2025-09-18 18:39,제주특별자치도 서귀포시 정방동 231
자매국수,제주특별자치도 서귀포시 안덕면 상창중로 169,33.514943,126.517095,2025-09-18 23:03,제주특별자치도 제주시 용담1동 2578
휴안스테이,제주특별자치도 서귀포시 일출로 267,33.46179,126.9337482,2025-09-18 17:00,제주특별자치도 서귀포시 성산읍 성산리 150
돈까스,,33.2588106,126.4091822,2025-09-18 15:15,제주특별자치도 서귀포시 예래동 2178
천제연폭포,,33.2409475,126.5579418,2025-09-18 13:44,제주특별자치도 서귀포시 천지동 716-1
쇠소깍,,33.2409475,126.5579418,2025-09-18 13:44,제주특별자치도 서귀포시 천지동 716-1
약천사,제주특별자치도 서귀포시 중산간서로446번길 32,33.2629515,126.4727978,2025-09-18 13:47,제주특별자치도 서귀포시 대천동 1196-2
외돌개,,33.2460701,126.5462688,2025-09-18 09:51,제주특별자치도 서귀포시 천지동 807-1
제주헬스케어타운리조트,제주특별자치도 서귀포시 솔오름로 28,33.2836865,126.555877,2025-09-18 21:00,제주특별자치도 서귀포시 동홍동 2053
헬스케어타운리조트,제주특별자치도 서귀포시 솔오름로 28,33.2839735,126.5574219,2025-09-18 21:01,제주특별자치도 서귀포시 동홍동 2045
123,제주특별자치도 서귀포시 남조로 871-43 (주)경일산업,33.352684,126.6944934,2025-09-18 21:11,제주특별자치도 서귀포시 남원읍 수망리 산182
월정리 해수욕장,,33.5547143,126.7958644,2025-09-18 16:12,제주특별자치도 제주시 구좌읍 월정리 525
월정리 해수욕장,제주특별자치도 제주시 해맞이해안로 474,33.5550004,126.7972377,2025-09-18 16:15,제주특별자치도 제주시 구좌읍 월정리 13
섭지코지,제주특별자치도 서귀포시 인정오름로 23-36,33.4576282,126.9041827,2025-09-18 13:15,제주특별자치도 서귀포시 성산읍 오조리 1147
갈매기둥지,제주특별자치도 제주시 신북로 536-1,33.5413834,126.6671294,2025-09-18 10:44,제주특별자치도 제주시 조천읍 함덕리 1276-1
제주공항,제주특별자치도 제주시 귀아랑길 33,33.4885974,126.4995769,2025-09-18 13:38,제주특별자치도 제주시 연동
함덕해수욕장,,33.5365012,126.6690453,2025-09-18 11:06,제주특별자치도 제주시 조천읍 함덕리 910
렌트카,,33.5062049,126.4933971,2025-09-18 14:15,제주특별자치도 제주시 용담2동 1462-1
월드제트보트,제주특별자치도 서귀포시 성산등용로 112-7,33.4721779,126.9338402,2025-09-18 01:15,제주특별자치도 서귀포시 성산읍 성산리 347-9
클랭블루,,33.3676112,126.2110137,2025-09-18 22:54,제주특별자치도 제주시 한경면 판포리 1852
해맞이펜션,제주특별자치도 서귀포시 일출로 284-6 관광안내소,33.4612485,126.9372276,2025-09-18 11:58,제주특별자치도 서귀포시 성산읍 성산리 94-1
김포-제주도착,,33.5038402,126.4937404,2025-09-18 16:35,제주특별자치도 제주시 용담2동 1953-2
월정리 해수욕장,제주특별자치도 제주시 용해로 32,33.5522503,126.7994548,2025-09-18 16:39,제주특별자치도 제주시 구좌읍 월정리 104-12
만장굴,제주특별자치도 제주시 용해로 32,33.5233377,126.7715465,2025-09-18 16:40,제주특별자치도 제주시 구좌읍 행원리 산29-13
비자림,제주특별자치도 제주시 용해로 32,33.482824,126.8080608,2025-09-18 16:40,제주특별자치도 제주시 구좌읍 평대리 산15
성산포항여객터미널,제주특별자치도 서귀포시 성산등용로 130-21 성산포항 종합여객터미널,33.4729336,126.9341659,2025-09-18 14:48,제주특별자치도 서귀포시 성산읍 성산리 347-9
성산일출봉,제주특별자치도 제주시 용해로 32,33.4577341,126.941242,2025-09-18 16:43,제주특별자치도 서귀포시 성산읍 성산리 1
대포주상절리,제주특별자치도 서귀포시 이중섭로 25,33.238178,126.4238683,2025-09-18 16:53,제주특별자치도 서귀포시 중문동
제주공항,,33.5006682,126.5036968,2025-09-18 19:42,제주특별자치도 제주시 용담2동 2770
와이프친구,,33.4342258,126.4339873,2025-09-18 06:41,제주특별자치도 제주시 애월읍 광령리 2788
빛의벙커,제주특별자치도 제주시 월덕로 480-21,33.439489,126.9050514,2025-09-18 15:09,제주특별자치도 서귀포시 성산읍 고성리 2039-12
빛의벙커,제주특별자치도 제주시 월덕로 480-21,33.4405776,126.9053947,2025-09-18 15:10,제주특별자치도 서귀포시 성산읍 고성리 1678-1
돈내코유원지,,33.4622511,126.3279155,2025-09-18 16:58,제주특별자치도 제주시 애월읍 애월리 510
이루다 펜션,,33.2661492,126.2947267,2025-09-18 22:05,제주특별자치도 서귀포시 대정읍 안성리 84-13
아침식사,제주특별자치도 서귀포시 성산등용로17번길 55 제주 성산 리치유 클래시아,33.4626547,126.9337436,2025-09-18 15:10,제주특별자치도 서귀포시 성산읍 성산리 176-1
빈티지 제주,제주특별자치도 제주시 한경면 두신로 21-77,33.3380398,126.1783672,2025-09-18 14:24,제주특별자치도 제주시 한경면 용수리 1397
재벌식당,제주특별자치도 제주시 은남2길 10 세안주택,33.4883043,126.4949179,2025-09-18 14:58,제주특별자치도 제주시 연동 292-47
보고타렌트카,제주특별자치도 제주시 제성5길 6-14,33.4943567,126.4870094,2025-09-18 15:32,제주특별자치도 제주시 연동 1977
중문허브독채펜션,제주특별자치도 서귀포시 안덕면 대평감산로 61 대평아르테라스,33.2391451,126.3649067,2025-09-18 16:02,제주특별자치도 서귀포시 안덕면 창천리 1460
무민랜드제주,,33.3048371,126.3818858,2025-09-18 12:51,제주특별자치도 서귀포시 안덕면 상창리 1-1
제주국제공항,,33.5041294,126.4924701,2025-09-18 12:53,제주특별자치도 제주시 용담2동 1946
다이노대발이파크,제주특별자치도 서귀포시 태위로 522-12 금호제주콘도미니엄,33.2733588,126.7014855,2025-09-18 22:10,제주특별자치도 서귀포시 남원읍 남원리 2390
제주공항 도착,제주특별자치도 제주시 용문로 26-6,33.5046304,126.4982036,2025-09-18 09:05,제주특별자치도 제주시 용담2동 1527
헬스케어타운 리조트,,33.2833302,126.5576422,2025-09-18 17:40,제주특별자치도 서귀포시 동홍동 1989-5
이디오랜,,33.4053603,126.2744408,2025-09-18 10:33,제주특별자치도 제주시 한림읍 동명리 558-2
곳자왈,제주특별자치도 제주시 한림로 372-24,33.2852487,126.2647442,2025-09-18 09:36,제주특별자치도 서귀포시 대정읍 신평리 산14
카멜리아힐,제주특별자치도 제주시 한림로 372-24,33.2834721,126.3698868,2025-09-18 09:37,제주특별자치도 서귀포시 안덕면 상창리 345
제주국제공항,,33.506348,126.4932254,2025-09-18 12:13,제주특별자치도 제주시 용담2동 2002-7
제주워터월드,,33.4622511,126.3279155,2025-09-18 16:55,제주특별자치도 제주시 애월읍 애월리 510
주상전리,,33.4622511,126.3279155,2025-09-18 16:56,제주특별자치도 제주시 애월읍 애월리 510
소인국테마파크,,33.4622511,126.3279155,2025-09-18 16:59,제주특별자치도 제주시 애월읍 애월리 510
초코릿박물관,,33.4622511,126.3279155,2025-09-18 17:00,제주특별자치도 제주시 애월읍 애월리 510
우와국수,,33.275553,126.3618587,2025-09-18 22:00,제주특별자치도 서귀포시 안덕면 상창리 1286-2
제주하멜,제주특별자치도 제주시 연화로 33,33.4769866,126.4763786,2025-09-18 01:06,제주특별자치도 제주시 노형동 1543-2
점심식사,제주특별자치도 서귀포시 성산등용로17번길 55 제주 성산 리치유 클래시아,33.468896,126.8384615,2025-09-18 15:08,제주특별자치도 제주시 구좌읍 상도리 산344
준반점(점심),제주특별자치도 서귀포시 성산등용로17번길 55 제주 성산 리치유 클래시아,33.523185,126.6516799,2025-09-18 15:15,제주특별자치도 제주시 조천읍 조천리 294-1
저녁(회),,33.3606048,126.2260189,2025-09-18 15:33,제주특별자치도 제주시 한경면 판포리 3182
준반점(아점/ 함덕해수욕장에 위치),,33.5183186,126.6733684,2025-09-18 15:24,제주특별자치도 제주시 조천읍 함덕리 407
요깃거리,,33.4535381,126.3422886,2025-09-18 15:27,제주특별자치도 제주시 애월읍 고내리 산14
점심(미정),,33.4816563,126.463377,2025-09-18 15:35,제주특별자치도 제주시 노형동 3069-5
제주공항,제주특별자치도 제주시 월성로4길 78,33.5052859,126.4925284,2025-09-18 15:26,제주특별자치도 제주시 용담2동 1984-5
수목원길 야시장,제주특별자치도 제주시 제성5길 6-14,33.4700462,126.4880282,2025-09-18 15:35,제주특별자치도 제주시 연동 1321
부원뚝배기,제주특별자치도 서귀포시 안덕면 대평감산로 61 대평아르테라스,33.4281932,126.2772633,2025-09-18 16:08,제주특별자치도 제주시 한림읍 대림리 1097
쉬리니케익,제주특별자치도 서귀포시 안덕면 대평감산로 61 대평아르테라스,33.4379522,126.3283829,2025-09-18 16:18,제주특별자치도 제주시 애월읍 납읍리 2289-12
봉순이네 흙돼지,제주특별자치도 서귀포시 안덕면 대평감산로 61 대평아르테라스,33.2778282,126.2800687,2025-09-18 16:21,제주특별자치도 서귀포시 대정읍 구억리 1015-2
쇠소깍,제주특별자치도 서귀포시 효돈순환로 441,33.251453,126.6245476,2025-09-18 04:38,제주특별자치도 서귀포시 남원읍 하례리
쏘카스테이션,제주특별자치도 제주시 일주서로 7895,33.4946115,126.4914512,2025-09-18 18:52,제주특별자치도 제주시 도두동 159-3
귀덕궤물동산,제주특별자치도 제주시 애월로1길 26-2,33.4423301,126.2896811,2025-09-18 20:28,제주특별자치도 제주시 한림읍 귀덕리 3026-2
제주스타렌트카,제주특별자치도 제주시 용문로 20,33.5048397,126.498496,2025-09-18 16:03,제주특별자치도 제주시 용담2동 1524-12
동문시장,,33.5121935,126.5266663,2025-09-18 23:14,제주특별자치도 제주시 일도1동 1481-8
청초밭(동백),제주특별자치도 서귀포시 표선면 성읍이리로57번길 34,33.420612,126.7813382,2025-09-18 11:15,제주특별자치도 서귀포시 표선면 성읍리 2483-1
팔도수산식당,제주특별자치도 제주시 임항로 27,33.5166229,126.5278336,2025-09-18 23:22,제주특별자치도 제주시 건입동 1319-37
협재해녀의집,제주특별자치도 제주시 협재1길 48,33.3987837,126.2448532,2025-09-18 23:26,제주특별자치도 제주시 한림읍 협재리 1462-4
블루팜 펜션,제주특별자치도 제주시 애월해안로 384-42,33.4704063,126.3506321,2025-09-18 10:47,제주특별자치도 제주시 애월읍 고내리 91-11
섭지코지로,제주특별자치도 서귀포시 섭지코지로 43,33.4384111,126.9214028,2025-09-18 11:08,제주특별자치도 서귀포시 성산읍 고성리 224-14
장수상회,제주특별자치도 서귀포시 표선면 성읍정의현로22번길 8-2,33.3841748,126.8019273,2025-09-18 11:18,제주특별자치도 서귀포시 표선면 성읍리 987-1
곽지국시,제주특별자치도 제주시 일주서로 6025,33.4487991,126.3078392,2025-09-18 11:51,제주특별자치도 제주시 애월읍 곽지리 1667-14
애월더선셋,제주특별자치도 제주시 일주서로 6111,33.456096,126.3088315,2025-09-18 11:54,제주특별자치도 제주시 애월읍 곽지리 1381
제주 이마트,제주특별자치도 제주시 1100로 3348 이마트,33.4850071,126.4802983,2025-09-18 11:58,제주특별자치도 제주시 노형동 919
빵귿,제주특별자치도 제주시 구남동6길 45-1,33.4870858,126.5351222,2025-09-18 12:16,제주특별자치도 제주시 이도2동 2026-18
하이엔드제주,제주특별자치도 제주시 애월북서길 56,33.4635567,126.309153,2025-09-18 13:46,제주특별자치도 제주시 애월읍 애월리 2550-2
1,,33.4865585,126.6072171,2025-09-18 17:09,제주특별자치도 제주시 봉개동 1809
몽듀호텔,제주특별자치도 제주시 서해안로 382,33.5126368,126.4845521,2025-09-18 18:29,제주특별자치도 제주시 용담2동 2572
제주 질레식당,제주특별자치도 제주시 사라봉7길 27 경원빌라,33.5157948,126.5399036,2025-09-18 18:12,제주특별자치도 제주시 건입동 675-1
운진항(마라도행),제주특별자치도 제주시 용문로8길 14,33.2098248,126.2561596,2025-09-18 11:29,제주특별자치도 서귀포시 대정읍 하모리 646-21
버드나무집,제주특별자치도 제주시 신흥로1길 27-10,33.5408447,126.6694133,2025-09-18 12:35,제주특별자치도 제주시 조천읍 함덕리 960-16
식사-서광보말칼국수,제주특별자치도 서귀포시 안덕면 중산간서로 1882,33.2892283,126.3220072,2025-09-18 00:20,제주특별자치도 서귀포시 안덕면 서광리 716-1
식사-뱃도새기,제주특별자치도 제주시 함와로 7,33.5393907,126.6745401,2025-09-18 00:54,제주특별자치도 제주시 조천읍 함덕리 4156-2
도착,제주특별자치도 제주시 다호6길 52,33.501179,126.493339,2025-09-18 21:06,제주특별자치도 제주시 용담2동 1932
청어림,제주특별자치도 제주시 원노형7길 10 삼부빌딩,33.4867339,126.4833164,2025-09-18 21:11,제주특별자치도 제주시 노형동 911-3
절물자연휴양림,제주특별자치도 제주시 명림로 584 절물휴양림,33.4343012,126.6290952,2025-09-18 13:44,제주특별자치도 제주시 봉개동 산78-1
교래자연휴양림,제주특별자치도 제주시 남조로 2023 교래자연휴양림,33.438061,126.6618475,2025-09-18 13:45,제주특별자치도 제주시 조천읍 교래리 산119
도착 제주항,제주특별자치도 제주시 임항로 154 제주해양경찰서,33.520124,126.5404991,2025-09-18 13:46,제주특별자치도 제주시 건입동 908
아리랑렌트,제주특별자치도 제주시 용마서길 34,33.5149519,126.5021016,2025-09-18 14:36,제주특별자치도 제주시 용담2동 970-3
BJ스테이,제주특별자치도 제주시 용문로18길 27-41,33.5054766,126.5114853,2025-09-18 21:35,제주특별자치도 제주시 용담2동 2687-20
돈이랑,제주특별자치도 서귀포시 일출로 30 떡방아기름집,33.4474864,126.9159695,2025-09-18 19:46,제주특별자치도 서귀포시 성산읍 고성리 331-2
휴일로,제주특별자치도 서귀포시 태평로 474 서귀포중학교,33.2297914,126.365978,2025-09-18 18:52,제주특별자치도 서귀포시 안덕면 창천리
오션팰리스호텔,제주특별자치도 서귀포시 솔동산로11번길 8-6,33.2435862,126.5640264,2025-09-18 19:18,제주특별자치도 서귀포시 송산동 961
서귀포예술시장,제주특별자치도 서귀포시 태평로449번길 9-1 서림아파트,33.2474194,126.5672573,2025-09-18 19:20,제주특별자치도 서귀포시 정방동 197-2
dsadd,제주특별자치도 서귀포시 하모항구로 52 어촌계수산물직판장,33.2144341,126.251696,2025-09-18 19:30,제주특별자치도 서귀포시 대정읍 하모리 694-7
한담해변,제주특별자치도 제주시 노연로 80 메종글래드 제주,33.4604279,126.3128072,2025-09-18 15:06,제주특별자치도 제주시 애월읍 애월리 2185
베니키아 더 제주 리조트,,33.3769269,126.2512056,2025-09-18 01:15,제주특별자치도 제주시 한림읍 협재리 882-1
"제주 헤이, 서귀포",제주특별자치도 서귀포시 태평로 398 서귀포성당,33.2442266,126.5629237,2025-09-18 01:25,제주특별자치도 서귀포시 송산동 586-1
제주공항,제주특별자치도 제주시 공항로 2 국제공항,33.5067416,126.4929035,2025-09-18 15:52,제주특별자치도 제주시 용담2동 2002
밥깡패,제주특별자치도 제주시 명랑남동길 42,33.4168135,126.2723312,2025-09-18 17:30,제주특별자치도 제주시 한림읍 한림리 524-1
장인의집,제주특별자치도 제주시 애월로 138,33.4629743,126.3295054,2025-09-18 22:40,제주특별자치도 제주시 애월읍 애월리 373-2
공항 20시30분 도착,,33.5056182,126.4926448,2025-09-18 14:13,제주특별자치도 제주시 용담2동 1984-5
제주국제공항,,33.5043783,126.4928821,2025-09-18 18:17,제주특별자치도 제주시 용담2동 1946
만선식당,제주특별자치도 제주시 월정5길 38,33.2148965,126.2522899,2025-09-18 13:22,제주특별자치도 서귀포시 대정읍 하모리 694-7
제주공항,,33.5015155,126.4975169,2025-09-18 10:08,제주특별자치도 제주시 용담2동 1636-1
김포국제공항,서울특별시 강서구 하늘길 70,37.5632674,126.7987083,2025-09-18 21:27,서울특별시 강서구 공항동 676
강정포구횟집,,33.2261263,126.4753112,2025-09-18 14:26,제주특별자치도 서귀포시 강정동
쏘카스테이션,제주특별자치도 제주시 일주서로 7893,33.4941385,126.4899674,2025-09-18 10:53,제주특별자치도 제주시 연동 1906
관음사주차장,제주특별자치도 제주시 산록북로 588,33.4216139,126.5501299,2025-09-18 10:55,제주특별자치도 제주시 아라동 산180-3
위미리  수국길,,33.2751629,126.6834262,2025-09-18 05:32,제주특별자치도 서귀포시 남원읍 위미리 669
힐링투게더(제주연동점),제주특별자치도 제주시 산록북로 588,33.4768092,126.4920955,2025-09-18 11:02,제주특별자치도 제주시 연동 1413-10
가문동길펜션,제주특별자치도 제주시 하귀로22길 27-2,33.4813687,126.3943012,2025-09-18 11:04,제주특별자치도 제주시 애월읍 하귀2리 2474
흑돼지제주정,제주특별자치도 서귀포시 표선면 민속해안로 631-34 제주민속촌박물관,33.3218383,126.8412971,2025-09-18 15:43,제주특별자치도 서귀포시 표선면 표선리 40-1
협재더꽃돈,제주특별자치도 제주시 한림로 300 한림공원,33.3898795,126.2424117,2025-09-18 00:47,제주특별자치도 제주시 한림읍 협재리 2610-1
김포공항(국내선),서울특별시 강서구 하늘길 111 국내선 주차대기실,37.558578,126.8012758,2025-09-18 21:36,서울특별시 강서구 공항동 1372
사려니숲길 입구,제주특별자치도 제주시 한림로 300 한림공원,33.3951499,126.6854433,2025-09-18 00:50,제주특별자치도 서귀포시 표선면 가시리 산158-2
숲애,제주특별자치도 제주시 한림로 300 한림공원,33.4326914,126.6735987,2025-09-18 00:50,제주특별자치도 제주시 조천읍 교래리 603
제주공항,제주특별자치도 제주시 서해안로 410,33.5052029,126.4921954,2025-09-18 18:46,제주특별자치도 제주시 용담2동 833-4
제주공항,제주특별자치도 제주시 공항로 2 국제공항,33.5057755,126.4913371,2025-09-18 16:33,제주특별자치도 제주시 용담2동 2002
222,제주특별자치도 서귀포시 안덕면 산록남로 863,33.29925,126.2914374,2025-09-18 22:25,제주특별자치도 서귀포시 안덕면 서광리 2489-42
12:15 김포공항출발,서울특별시 강서구 남부순환로3길 5,37.5590441,126.8084306,2025-09-18 20:35,서울특별시 강서구 공항동 66-45
13:35 제주공항 도착,서울특별시 강서구 남부순환로3길 5,33.4991336,126.4895526,2025-09-18 20:35,제주특별자치도 제주시 도두동 99
무거버거,제주특별자치도 제주시 함덕7길 11-1,33.5448098,126.6607478,2025-09-18 17:31,제주특별자치도 제주시 조천읍 함덕리 3123
무거버거,,33.548998,126.6544575,2025-09-18 17:31,제주특별자치도 제주시 조천읍 신흥리 15-1
문개항아리,제주특별자치도 제주시 조함해안로 273-33,33.5500668,126.6475728,2025-09-18 14:54,제주특별자치도 제주시 조천읍 신흥리 711-1
이공팔오,제주특별자치도 제주시 조함해안로 273-33,33.4817357,126.709103,2025-09-18 14:55,제주특별자치도 제주시 조천읍 선흘리 570-1
진성 배낚시,,33.3087609,126.1660895,2025-09-18 16:46,제주특별자치도 제주시 한경면 고산리 3593-1
공항 도착,제주특별자치도 서귀포시 남성로128번길 44,33.5003361,126.4901355,2025-09-18 15:27,제주특별자치도 제주시 도두동 2607-11
공항,제주특별자치도 제주시 오라남로 81,33.5006224,126.4851574,2025-09-18 15:30,제주특별자치도 제주시 도두동 328-2
제주 n 스테이,제주특별자치도 제주시 대수길 10-12,33.5408242,126.8311627,2025-09-18 23:49,제주특별자치도 제주시 구좌읍 한동리
숙소,제주특별자치도 서귀포시 안덕면 사계중앙로 41-16,33.2134154,126.2920143,2025-09-18 16:44,제주특별자치도 서귀포시 대정읍 상모리 7-4
호텔더본제주,제주특별자치도 서귀포시 중문관광로72번길 60,33.2557572,126.4054378,2025-09-18 23:10,제주특별자치도 서귀포시 예래동 2101
M1971,,33.2083021,126.2581748,2025-09-18 22:33,제주특별자치도 서귀포시 대정읍 하모리
카멜리아힐,,33.2846201,126.3740924,2025-09-18 09:50,제주특별자치도 서귀포시 예래동 4182
제주공항,,33.5016416,126.4947704,2025-09-18 09:51,제주특별자치도 제주시 용담2동 1917-2
우도 오로방구,,33.501195,126.9616893,2025-09-18 11:39,제주특별자치도 제주시 우도면 연평리 454-3
절물자연휴양림,제주특별자치도 제주시 명림로 584 절물휴양림,33.4357915,126.6258389,2025-09-18 16:48,제주특별자치도 제주시 봉개동 산78-1
우편발송,제주특별자치도 제주시 연동12길 30,33.483102,126.4928976,2025-09-18 10:24,제주특별자치도 제주시 연동 287-14
이금돈지,제주특별자치도 제주시 은남3길 5,33.4871623,126.4952364,2025-09-18 01:24,제주특별자치도 제주시 연동 293-93
제주 공항 ,,33.4898343,126.4885905,2025-09-18 19:40,제주특별자치도 제주시 연동 260
용눈이오름,제주특별자치도 제주시 용해로 32,33.4582811,126.8319152,2025-09-18 16:42,제주특별자치도 제주시 구좌읍 종달리 산38
빛의벙커,제주특별자치도 서귀포시 일출로 265 어부가,33.4375844,126.9030838,2025-09-18 16:48,제주특별자치도 서귀포시 성산읍 고성리 2039-1
천자연폭포,제주특별자치도 서귀포시 이중섭로 25,33.2460413,126.5634937,2025-09-18 16:52,제주특별자치도 서귀포시 정방동 961
금호제주리조트,제주특별자치도 서귀포시 태위로 616,33.2724001,126.7025221,2025-09-18 14:46,제주특별자치도 서귀포시 남원읍 남원리
섭지코지,제주특별자치도 서귀포시 성산등용로 130-21 성산포항 종합여객터미널,33.4230425,126.9306883,2025-09-18 14:53,제주특별자치도 서귀포시 성산읍 고성리
제주곶자왈도립공원,제주특별자치도 서귀포시 이중섭로 25,33.2855414,126.2686718,2025-09-18 16:53,제주특별자치도 서귀포시 대정읍 보성리 2497
공항도착,,33.5040578,126.4933971,2025-09-18 13:05,제주특별자치도 제주시 용담2동 1946
커피가게,,33.3339493,126.4210512,2025-09-18 14:47,제주특별자치도 서귀포시 안덕면 상천리 산1
감사공묘역,,33.5067231,126.6629311,2025-09-18 02:54,제주특별자치도 제주시 조천읍 대흘리 864-1
감사공묘역,,33.5067231,126.6629311,2025-09-18 02:54,제주특별자치도 제주시 조천읍 대흘리 864-1
제주공항,,33.5046304,126.496487,2025-09-18 16:14,제주특별자치도 제주시 용담2동 1588-5
오설록,제주특별자치도 서귀포시 중산간서로446번길 32,33.2629515,126.4727978,2025-09-18 13:47,제주특별자치도 서귀포시 대천동 1196-2
퓨어스테이(숙소),제주특별자치도 제주시 삼무로9길 22,33.4917957,126.4945491,2025-09-18 20:40,제주특별자치도 제주시 연동 291-57
스위트메이 서귀포호텔,제주특별자치도 서귀포시 대청로 12 서귀포시강정지구3블럭중흥에스-클래스,33.2499722,126.506821,2025-09-18 13:02,제주특별자치도 서귀포시 대천동 186-4
식과함께,제주특별자치도 서귀포시 하예하동로16번길 11-1,33.2467481,126.3313049,2025-09-18 19:30,제주특별자치도 서귀포시 안덕면 화순리 1056-16
원앤온리,제주특별자치도 서귀포시 하예하동로16번길 11-1,33.2433712,126.3276361,2025-09-18 19:35,제주특별자치도 서귀포시 안덕면 화순리 1867-2
함덕해수욕장,,33.544242,126.6667064,2025-09-18 20:35,제주특별자치도 제주시 조천읍 함덕리
해녀촌 식당,,33.5566026,126.7974437,2025-09-18 20:36,제주특별자치도 제주시 구좌읍 월정리
우도,,33.5025119,126.960316,2025-09-18 20:36,제주특별자치도 제주시 우도면 연평리 498-1
광치기해변,,33.4515384,126.9248851,2025-09-18 20:36,제주특별자치도 서귀포시 성산읍 고성리
섭지코지,,33.4237481,126.9304126,2025-09-18 20:37,제주특별자치도 서귀포시 성산읍 고성리 62-4
별돈별,제주특별자치도 제주시 월구길 13,33.3745991,126.2373212,2025-09-18 21:05,제주특별자치도 제주시 한림읍 금능리 2243-2
복자씨연탄구이,제주특별자치도 서귀포시 태위로 522-12 금호제주콘도미니엄,33.4695341,126.9167837,2025-09-18 22:19,제주특별자치도 서귀포시 성산읍 오조리 360-1
공항 도착,제주특별자치도 제주시 공항로 2 제주국제공항,33.5093415,126.493908,2025-09-18 10:43,제주특별자치도 제주시 용담2동 2002
남원식당,제주특별자치도 제주시 서광로2길 11-26,33.498902,126.51388,2025-09-18 02:51,제주특별자치도 제주시 오라동 2444-18
제주국제공항,,33.5052029,126.4940837,2025-09-18 20:01,제주특별자치도 제주시 용담2동 1462
제주공항,제주특별자치도 제주시 공항로 2 제주국제공항,33.5068633,126.4935001,2025-09-18 16:01,제주특별자치도 제주시 용담2동 2002
셰프와흑돼지,제주특별자치도 서귀포시 안덕면 화순서동로 347,33.2784584,126.3632363,2025-09-18 20:58,제주특별자치도 서귀포시 안덕면 상창리 773
중문통갈치조림구이 기원은갈치,제주특별자치도 서귀포시 일주서로 901,33.2572107,126.413835,2025-09-18 20:38,제주특별자치도 서귀포시 예래동 2278
숙소,제주특별자치도 서귀포시 태평로439번길 8-8 향산주택,33.2472318,126.566492,2025-09-18 12:48,제주특별자치도 서귀포시 정방동 181
제주공항,,33.495469,126.5023235,2025-09-18 09:49,제주특별자치도 제주시 오라동 2678-3
장인의집,,33.4604399,126.3578243,2025-09-18 19:31,제주특별자치도 제주시 애월읍 하가리 418-1
바댜해찬,제주특별자치도 제주시 금능남로 127 라온프라이빗타운,33.382357,126.2386545,2025-09-18 19:43,제주특별자치도 제주시 한림읍 협재리 2838
